SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja			Example Value (___)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment		Aligned rule	Shared rule	Codelist rule	Pooled rule
2840	ibt-118	Aligned	1..1		1..1	2	TAX category code	_______	Code	Coded identification of a TAX category.	__________(___________)____________			S	3410	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2	CAR-2	"[aligned-ibrp-47]-Each tax breakdown (ibg-23) MUST be defined through a tax category code (ibt-118).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-9]-The tax category tax amount (ibt-117) In a tax breakdown (ibg-23) where the tax category code (ibt-118) equals ""Exempt from tax"" MUST equal  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Not subject to tax"" MUST be  (zero)."			"POOLED:
[aligned-ibrp-47]-Each tax breakdown (ibg-23) MUST be defined through a tax category code (ibt-118).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-ae-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Reverse charge"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-ae-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Reverse charge"" MUST not have a tax exemption reason code (ibt-121) or tax exemption reason text (ibt-12).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Exempt from tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Exempt from tax"".
[aligned-ibrp-e-9]-The tax category tax amount (ibt-117) In a tax breakdown (ibg-23) where the tax category code (ibt-118) equals ""Exempt from tax"" MUST equal  (zero).
[aligned-ibrp-e-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Exempt from tax"" MUST have a tax exemption reason code (ibt-121) or a tax exemption reason text
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Export"".
[aligned-ibrp-g-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" MUST be  (zero).
[aligned-ibrp-g-1]-A tax breakdown (ibg-23) with the tax Category code (ibt-118) ""Export"" MUST have a tax exemption reason code (ibt-121), meaning ""Export"" or the tax exemption reason text (ibt-12) ""Export"" (or the equivalent standard text in another language).
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, BT-95, BT-12) are ""Intra-community supply"".
[aligned-ibrp-ic-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" MUST be  (zero).
[aligned-ibrp-ic-1]-A tax breakdown (ibg-23) with the tax Category code (ibt-118) ""Intra-community supply"" MUST have a tax exemption reason code (ibt-121), meaning ""Intra-community supply"" or the tax exemption reason text (ibt-12) ""Intra-community supply"" (or the equivalent standard text in another language).
[aligned-ibrp-ic-11]-In an Invoice with a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the Actual delivery date (ibt-72) or the Invoicing period (ibg-14) MUST not be blank.
[aligned-ibrp-ic-12]-In an Invoice with a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the Deliver to country code (ibt-8) MUST not be blank.
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is "" Not subject to tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Not subject to tax"".
[aligned-ibrp-o-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Not subject to tax"" MUST be  (zero).
[aligned-ibrp-o-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) "" Not subject to tax"" MUST have a tax exemption reason code (ibt-121), meaning "" Not subject to tax"" or a tax exemption reason text (ibt-12) "" Not subject to tax"" (or the equivalent standard text in another language).
[aligned-ibrp-o-11]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain other tax breakdown groups (ibg-23).
[aligned-ibrp-o-12]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is not ""Not subject to tax"".
[aligned-ibrp-o-13]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain Document level allowances (ibg-2) where Document level allowance tax category code (ibt-95) is not ""Not subject to tax"".
[aligned-ibrp-o-14]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain Document level charges (ibg-21) where Document level charge tax category code (ibt-12) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-s-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Standard rated"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-s-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Standard rate"" MUST not have a tax exemption reason code (ibt-121) or tax exemption reason text (ibt-12).
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-8]-In a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amount (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Zero rated"".
[aligned-ibrp-z-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" MUST equal  (zero).
[aligned-ibrp-z-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Zero rated"" MUST not have a tax exemption reason code (ibt-121) or tax exemption reason text (ibt-12)."
2850	ibt-119	Aligned	0..1		0..1	2	TAX category rate	________	Percentage	"The TAX rate, represented as percentage that applies for the relevant TAX category."	________________			10	3420	cbc:Percent	udt:PercentType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent			0..1			"[aligned-ibrp-48]-Each tax breakdown (ibg-23) MUST have a tax category rate (ibt-119), except if the Invoice is not subject to tax.
[aligned-ibrp-51-jp]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to integer. The rounded result amount shall be between the floor and the ceiling.."			"POOLED:
[aligned-ibrp-48]-Each tax breakdown (ibg-23) MUST have a tax category rate (ibt-119), except if the Invoice is not subject to tax.
[aligned-ibrp-51]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to two decimals.
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-ae-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Reverse charge"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-s-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Standard rated"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119)."
2870	ibt-121	Aligned	0..1	Aligned	0..0	2	TAX exemption reason code	________	Code	A coded statement of the reason for why the amount is exempted from TAX.	______________________		__________		3430	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit	prohibit				
2860	ibt-120	Aligned	0..1	Aligned	0..0	2	TAX exemption reason text	_________	Text	A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged	_______________________		__________		3440	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit	prohibit				
															3450	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme			1..1						
															3460	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID			0..1						
2730	ibg-37	Aligned	0..1		0..1	1	DOCUMENT TOTALS IN TAX ACCOUNTING CURRENCY	______________		A group of business terms providing the monetary totals for the Invoice in the tax accounting currency.	________________________________				3470	cac:TaxTotal	cac:TaxTotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]	cac:TaxTotal/TaxAmount/@currency = cbc:TaxCurrencyCode		0..n	CAR-3	CAR-3				
2740	ibt-111	Aligned	0..1		0..1	2	Invoice total TAX amount in tax accounting currency	________________	Amount	The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.	_________________________________	The currency code must be the one listed in the ISO 4217 Currency codes.	_______ISO 4217 Currency codes _______________________		3480	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount			1..1	CAR-1	CAR-1		"SHARED:
[ibr-53]-If the Tax accounting currency code (ibt-6) is present, then the Invoice total Tax amount in accounting currency (ibt-111) MUST be provided.
[ibr-84]-Invoice total tax amount (ibt-11) and Invoice total tax amount in accounting currency (ibt-111) MUST have the same operational sign."	"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	"POOLED:
[aligned-ibrp-2]- All currencyID attributes must have the same value as the invoice currency code (ibt-5), except for the invoice total tax amount in accounting currency (ibt-111)."
															3490	@currencyID	xsd:normalizedString	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount/@currencyID			1..1						
2750	ibg-38	Aligned	0..1	Aligned	1..n	2	TAX BREAKDOWN IN ACCOUNTING CURRENCY	___________		"A group of business terms providing information about TAX breakdown by different categories, rates and exemption reasons in the invoice accounting currency."	______________________________________________________________				3500	cac:TaxSubtotal	cac:TaxSubtotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal			0..n	CAR-2	CAR-2				
2780	ibt-190	Aligned	0..1		0..1	3	TAX category tax amount in accounting currency	________________	Amount	The total TAX amount for a given TAX category in the invoice accounting currency.	________________________				3510	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount			1..1	CAR-1	CAR-1	[aligned-ibr-jp-6]-Tax category tax amount (ibt-117) with currency code JPY and tax category tax amount in accounting currency (ibt-19) shall not have decimal.		"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	
